orden;token;cat1;lema
74283;ultimada;v;ultimar
74284;ultimaron;v;ultimar
74285;aproximada;v;aproximar
74286;regirla;v;regir
74287;rigiera;v;regir
74288;rijan;v;regir
74289;impresionaran;v;impresionar
74290;impresionaría;v;impresionar
74291;impresionarla;v;impresionar
74292;impresionarnos;v;impresionar
74293;impresiono;v;impresionar
74294;vigilándolos;v;vigilar
74295;vigilaran;v;vigilar
74296;vigilarlo;v;vigilar
74297;vigilarnos;v;vigilar
74298;vigilaron;v;vigilar
74299;frenamos;v;frenar
74300;frenara;v;frenar
74301;frenarse;v;frenar
74302;estimación;n;estimación
74303;optarán;v;optar
74304;respiración;n;respiración
74305;sospechábamos;v;sospechar
74306;sospechen;v;sospechar
74307;odiaba;v;odiar
74308;odiarle;v;odiar
74309;odiás;v;odiar
74310;odies;v;odiar
74311;decoración;n;decoración
74312;aceleramos;v;acelerar
74313;acelerara;v;acelerar
74314;aceleraría;v;acelerar
74315;aceleren;v;acelerar
74316;aceleres;v;acelerar
74317;exclaman;v;exclamar
74318;albergarlo;v;albergar
74319;albergarlos;v;albergar
74320;alberguen;v;albergar
74321;pozo;n;pozo
74322;requerí;v;requerir
74323;requerirse;v;requerir
74324;requiriera;v;requerir
74325;deslizábamos;v;deslizar
74326;deslizándole;v;deslizar
74327;deslizándonos;v;deslizar
74328;deslizara;v;deslizar
74329;deslizará;v;deslizar
74330;deslizaría;v;deslizar
74331;deslizarme;v;deslizar
74332;programé;v;programar
74333;programemos;v;programar
74334;programo;v;programar
74335;platique;v;platicar
74336;cuestionamos;v;cuestionar
74337;cuestionaran;v;cuestionar
74338;cuestione;v;cuestionar
74339;fomentaran;v;fomentar
74340;fomentarán;v;fomentar
74341;plataforma;n;plataforma
74342;picándolas;v;picar
74343;picaran;v;picar
74344;picaste;v;picar
74345;detallamos;v;detallar
74346;forzaría;v;forzar
74347;evaluara;v;evaluar
74348;evalué;v;evaluar
74349;evalúo;v;evaluar
74350;retornábamos;v;retornar
74351;retornamos;v;retornar
74352;retornase;v;retornar
74353;sembrábamos;v;sembrar
74354;sembrará;v;sembrar
74355;sembraré;v;sembrar
74356;sembraría;v;sembrar
74357;sobrino;n;sobrino
74358;atribuirían;v;atribuir
74359;atribuyamos;v;atribuir
74360;brotaran;v;brotar
74361;brotas;v;brotar
74362;mentirán;v;mentir
74363;mentiré;v;mentir
74364;mentirles;v;mentir
74365;mentirme;v;mentir
74366;mentirse;v;mentir
74367;mentiste;v;mentir
74368;mintiéndose;v;mentir
74369;apostándole;v;apostar
74370;apostará;v;apostar
74371;apostaran;v;apostar
74372;apostarán;v;apostar
74373;piloto;n;piloto
74374;alegrando;v;alegrar
74375;alegraré;v;alegrar
74376;alegren;v;alegrar
74377;flota;n;flota
74378;viajero;n;viajero
74379;deshacerlos;v;deshacer
74380;deshacernos;v;deshacer
74381;deshaciéndome;v;deshacer
74382;deshagamos;v;deshacer
74383;deshagan;v;deshacer
74384;desharía;v;deshacer
74385;deshicieran;v;deshacer
74386;ajustamos;v;ajustar
74387;ajustarán;v;ajustar
74388;ajustarían;v;ajustar
74389;ajustasen;v;ajustar
74390;ajusté;v;ajustar
74391;avisara;v;avisar
74392;avisaremos;v;avisar
74393;avisaría;v;avisar
74394;avisarían;v;avisar
74395;avisarnos;v;avisar
74396;cría;n;cría
74397;tragaba;v;tragar
74398;tragamos;v;tragar
74399;tragándome;v;tragar
74400;tragará;v;tragar
74401;tragaran;v;tragar
74402;tragármelo;v;tragar
74403;tragarte;v;tragar
74404;guiamos;v;guiar
74405;guié;v;guiar
74406;guíen;v;guiar
74407;guíes;v;guiar
74408;horno;n;horno
74409;alimentaciones;n;alimentación
74410;contraerla;v;contraer
74411;contraigo;v;contraer
74412;contrajiste;v;contraer
74413;contrayéndose;v;contraer
74414;presionaba;v;presionar
74415;presionamos;v;presionar
74416;presionante;v;presionar
74417;presionas;v;presionar
74418;presiono;v;presionar
74419;rodándoles;v;rodar
74420;rodaría;v;rodar
74421;ruede;v;rodar
74422;pez;n;pez
74423;entreveía;v;entrever
74424;entreveo;v;entrever
74425;entrevieron;v;entrever
74426;editamos;v;editar
74427;editaría;v;editar
74428;edité;v;editar
74429;editen;v;editar
74430;edito;v;editar
74431;desviándose;v;desviar
74432;desviarlos;v;desviar
74433;desviarme;v;desviar
74434;lástima;n;lástima
74435;curva;n;curva
74436;amanecer;n;amanecer
74437;aguardaba;v;aguardar
74438;aguardándola;v;aguardar
74439;aguardándolo;v;aguardar
74440;aguardándome;v;aguardar
74441;aguardará;v;aguardar
74442;aguardarás;v;aguardar
74443;aguardaré;v;aguardar
74444;rescataban;v;rescatar
74445;rescatara;v;rescatar
74446;rescataremos;v;rescatar
74447;rescatemos;v;rescatar
74448;rescaten;v;rescatar
74449;espectro;n;espectro
74450;anticipábamos;v;anticipar
74451;anticipamos;v;anticipar
74452;anticipara;v;anticipar
74453;anticiparan;v;anticipar
74454;norteamericano;n;norteamericano
74455;lana;n;lana
74456;iluminado;v;ILUMINAr
74457;iluminándola;v;iluminar
74458;iluminara;v;iluminar
74459;iluminarse;v;iluminar
74460;iluminen;v;iluminar
74461;ilumino;v;iluminar
74462;túnel;n;túnel
74463;resaltamos;v;resaltar
74464;resaltaran;v;resaltar
74465;queso;n;queso
74466;educando;v;educar
74467;educará;v;educar
74468;educaran;v;educar
74469;educarían;v;educar
74470;educaste;v;educar
74471;educo;v;educar
74472;eduquemos;v;educar
74473;fingía;v;fingir
74474;fingiera;v;fingir
74475;fingieran;v;fingir
74476;fingiría;v;fingir
74477;finja;v;fingir
74478;finjamos;v;fingir
74479;vengara;v;vengar
74480;vengará;v;vengar
74481;vengaría;v;vengar
74482;vengarían;v;vengar
74483;enriqueces;v;enriquecer
74484;enriquecimos;v;enriquecer
74485;enriquezcan;v;enriquecer
74486;retendrán;v;retener
74487;retenemos;v;retener
74488;diversidad;n;diversidad
74489;heredaba;v;heredar
74490;heredarán;v;heredar
74491;herede;v;heredar
74492;hereden;v;heredar
74493;heredo;v;heredar
74494;demandarían;v;demandar
74495;demandarla;v;demandar
74496;demandarle;v;demandar
74497;afogar;v;AhOGAR
74498;ahogará;v;ahogar
74499;ahogarlos;v;ahogar
74500;ahogarte;v;ahogar
74501;ahogues;v;ahogar
74502;redactarás;v;redactar
74503;redactaremos;v;redactar
74504;quebradas;v;quebrar
74505;quebramos;v;quebrar
74506;quebrará;v;quebrar
74507;quebrarlo;v;quebrar
74508;reinará;v;reinar
74509;reconstruirán;v;reconstruir
74510;curamos;v;curar
74511;curarás;v;curar
74512;curarnos;v;curar
74513;restauraban;v;restaurar
74514;restaurará;v;restaurar
74515;restaure;v;restaurar
74516;restauren;v;restaurar
74517;remontaran;v;remontar
74518;remonté;v;remontar
74519;remonto;v;remontar
74520;acentuaran;v;acentuar
74521;acentúo;v;acentuar
74522;posarán;v;posar
74523;estirándolos;v;estirar
74524;estirarlo;v;estirar
74525;estires;v;estirar
74526;propiciamos;v;propiciar
74527;propiciaría;v;propiciar
74528;abunde;v;abundar
74529;triunfaran;v;triunfar
74530;triunfarían;v;triunfar
74531;desplegándolo;v;desplegar
74532;desplegaran;v;desplegar
74533;relatará;v;relatar
74534;relate;v;relatar
74535;mordería;v;morder
74536;mordiéndome;v;morder
74537;muerdas;v;morder
74538;faunas;n;fauna
74539;inscribiera;v;inscribir
74540;inscribimos;v;inscribir
74541;inscribirán;v;inscribir
74542;inscribirían;v;inscribir
74543;induces;v;inducir
74544;inducían;v;inducir
74545;induciría;v;inducir
74546;indujera;v;inducir
74547;extrañabas;v;extrañar
74548;extrañara;v;extrañar
74549;extrañaremos;v;extrañar
74550;extrañarte;v;extrañar
74551;repongo;v;reponer
74552;alargará;v;alargarse
74553;portabais;v;portar
74554;portamos;v;portar
74555;porto;v;portar
74556;tapaba;v;tapar
74557;tapábamos;v;tapar
74558;tapados;v;tapar
74559;taparan;v;tapar
74560;taparlas;v;tapar
74561;tapen;v;tapar
74562;aplastándole;v;aplastar
74563;aplastarte;v;aplastar
74564;aplaste;v;aplastar
74565;aplasten;v;aplastar
74566;ardemos;v;arder
74567;ardería;v;arder
74568;jodernos;v;joder
74569;jodidos;v;joder
74570;jodiéndome;v;joder
74571;magistrado;n;magistrado
74572;preví;v;prever
74573;previera;v;prever
74574;predominara;v;predominar
74575;predominaran;v;predominar
74576;almacenas;v;almacenar
74577;almacenen;v;almacenar
74578;reflexionáramos;v;reflexionar
74579;reflexionaran;v;reflexionar
74580;reflexionéis;v;reflexionar
74581;cubiertos;j;cubierto
74582;sobresales;v;sobresalir
74583;autorizadas;v;autorizar
74584;autorizase;v;autorizar
74585;restablecerá;v;restablecer
74586;restablecerían;v;restablecer
74587;restablecí;v;restablecer
74588;restableciese;v;restablecer
74589;pescábamos;v;pescar
74590;tornaría;v;tornar
74591;tornase;v;tornar
74592;florecerían;v;florecer
74593;retrocedamos;v;retroceder
74594;retrocedemos;v;retroceder
74595;retrocederán;v;retroceder
74596;retrocediera;v;retroceder
74597;retrocedieran;v;retroceder
74598;mariposa;n;mariposa
74599;adornándole;v;adornar
74600;adornara;v;adornar
74601;adorne;v;adornar
74602;adorné;v;adornar
74603;asombramos;v;asombrar
74604;asombrará;v;asombrar
74605;asombréis;v;asombrar
74606;complementamos;v;complementar
74607;leon;n;león
74608;león;n;león
74609;filo;n;filo
74610;rogaba;v;rogar
74611;rogara;v;rogar
74612;rogaran;v;rogar
74613;aluda;v;aludir
74614;aludiría;v;aludir
74615;dañarían;v;dañar
74616;dañarlas;v;dañar
74617;dañarle;v;dañar
74618;dañarlos;v;dañar
74619;afrontaremos;v;afrontar
74620;afronte;v;afrontar
74621;afronto;v;afrontar
74622;frecuentaba;v;frecuentar
74623;frecuentamos;v;frecuentar
74624;frecuentara;v;frecuentar
74625;consagraban;v;consagrar
74626;calmaban;v;calmar
74627;calmamos;v;calmar
74628;calman;v;calmar
74629;calmándola;v;calmar
74630;calmándolo;v;calmar
74631;calmarán;v;calmar
74632;calmarnos;v;calmar
74633;calmen;v;calmar
74634;sumergiendo;v;sumergir
74635;sumerja;v;sumergir
74636;aconsejará;v;aconsejar
74637;aconsejaran;v;aconsejar
74638;desembocamos;v;desembocar
74639;desembocarán;v;desembocar
74640;desemboquen;v;desembocar
74641;equivalga;v;equivaler
74642;equivaliera;v;equivaler
74643;sujetará;v;sujetar
74644;sujetaran;v;sujetar
74645;sujetarán;v;sujetar
74646;sujetarlos;v;sujetar
74647;sujetarte;v;sujetar
74648;sujeté;v;sujetar
74649;sacrificamos;v;sacrificar
74650;sacrificándolos;v;sacrificar
74651;sacrificándose;v;sacrificar
74652;sacrificaran;v;sacrificar
74653;sacrificarla;v;sacrificar
74654;sacrificarles;v;sacrificar
74655;sacrifico;v;sacrificar
74656;encaminen;v;encaminar
74657;respaldamos;v;respaldar
74658;respaldaría;v;respaldar
74659;aliviaran;v;aliviar
74660;restarían;v;restar
74661;cansándola;v;cansar
74662;cansándose;v;cansar
74663;cansará;v;cansar
74664;cansarás;v;cansar
74665;cansaré;v;cansar
74666;cansaremos;v;cansar
74667;cansaría;v;cansar
74668;cansarles;v;cansar
74669;cansen;v;cansar
74670;canses;v;cansar
74671;planificación;n;planificación
74672;narre;v;narrar
74673;viuda;n;viuda
74674;frustre;v;frustrar
74675;frustren;v;frustrar
74676;frustro;v;frustrar
74677;englobada;v;englobar
74678;englobará;v;englobar
74679;engloben;v;englobar
74680;englobo;v;englobar
74681;tamboras;n;tambor
74682;enlace;n;enlace
74683;propaganda;n;propaganda
74684;averiguáramos;v;averiguar
74685;pañuelo;n;pañuelo
74686;desataran;v;desatar
74687;emigrara;v;emigrar
74688;emigraría;v;emigrar
74689;emigre;v;emigrar
74690;emigren;v;emigrar
74691;mono;n;mono
74692;ocasionadas;v;ocasionar
74693;ocasionándole;v;ocasionar
74694;anulamos;v;anular
74695;telescopio;n;telescopio
74696;paralizaban;v;paralizar
74697;paralizaría;v;paralizar
74698;copiabas;v;copiar
74699;copiaran;v;copiar
74700;suscitarían;v;suscitar
74701;demonio;n;demonio
74702;reanudaría;v;reanudar
74703;libramos;v;librar
74704;libraran;v;librar
74705;librarán;v;librar
74706;debilitarían;v;debilitar
74707;debiliten;v;debilitar
74708;debilito;v;debilitar
74709;inundándola;v;inundar
74710;inundándolo;v;inundar
74711;inundaran;v;inundar
74712;inundarán;v;inundar
74713;inundas;v;inundar
74714;inundé;v;inundar
74715;excluía;v;excluir
74716;excluiría;v;excluir
74717;excluirían;v;excluir
74718;excluyo;v;excluir
74719;tejerlas;v;tejer
74720;tejes;v;tejer
74721;tejíamos;v;tejer
74722;azar;n;azar
74723;distraerte;v;distraer
74724;glaciar;n;glaciar
74725;burlábamos;v;burlar
74726;burlándonos;v;burlar
74727;burlara;v;burlar
74728;burlarán;v;burlar
74729;burlarás;v;burlar
74730;alentamos;v;alentar
74731;alentaran;v;alentar
74732;alentarán;v;alentar
74733;alentaría;v;alentar
74734;alenté;v;alentar
74735;alienten;v;alentar
74736;navegara;v;navegar
74737;navegue;v;navegar
74738;naveguen;v;navegar
74739;tropezándose;v;tropezar
74740;tropiece;v;tropezar
74741;devorábamos;v;devorar
74742;devoramos;v;devorar
74743;devorase;v;devorar
74744;devoré;v;devorar
74745;lobo;n;lobo
74746;toque;n;toque
74747;protagonizaban;v;protagonizar
74748;cenará;v;cenar
74749;cené;v;cenar
74750;cenes;v;cenar
74751;suministrara;v;suministrar
74752;suministren;v;suministrar
74753;aplaudieran;v;aplaudir
74754;aplaudirán;v;aplaudir
74755;aplaudiría;v;aplaudir
74756;aplaudirse;v;aplaudir
74757;anónimo;j;anónimo
74758;bauticé;v;bautizar
74759;bauticen;v;bautizar
74760;bautizaban;v;bautizar
74761;bautizan;v;bautizar
74762;bautizando;v;bautizar
74763;compensaría;v;compensar
74764;compenso;v;compensar
74765;retiradas;n;retirada
74766;preservamos;v;preservar
74767;preservara;v;preservar
74768;resumí;v;resumir
74769;resumieron;v;resumir
74770;resumiré;v;resumir
74771;resumo;v;resumir
74772;evocaría;v;evocar
74773;evocaron;v;evocar
74774;evoquemos;v;evocar
74775;lente;n;lente
74776;exportará;v;exportar
74777;exportas;v;exportar
74778;reventamos;v;reventar
74779;reventándoles;v;reventar
74780;reventaran;v;reventar
74781;batí;v;batir
74782;batíamos;v;batir
74783;batirá;v;batir
74784;batirán;v;batir
74785;sancionaría;v;sancionar
74786;rematarlas;v;rematar
74787;suprimí;v;suprimir
74788;precipitamos;v;precipitar
74789;precipitarla;v;precipitar
74790;precipiten;v;precipitar
74791;precipito;v;precipitar
74792;proveo;v;proveer
74793;transferirán;v;transferir
74794;transfirieran;v;transferir
74795;medalla;n;medalla
74796;ensayados;v;ensayar
74797;ensayará;v;ensayar
74798;ensayaremos;v;ensayar
74799;porteras;n;portero
74800;portero;n;portero
74801;conmovernos;v;conmover
74802;conmoví;v;conmover
74803;conmoviera;v;conmover
74804;conmovieran;v;conmover
74805;identificación;n;identificación
74806;cocinara;v;cocinar
74807;cocinaría;v;cocinar
74808;cocinarlos;v;cocinar
74809;cocine;v;cocinar
74810;cazador;n;cazador
74811;emergerían;v;emerger
74812;emergí;v;emerger
74813;emerja;v;emerger
74814;aburrimos;v;aburrir
74815;aburrirnos;v;aburrir
74816;soplado;v;SOPLAr
74817;soplé;v;soplar
74818;amanecemos;v;amanecer
74819;amanecíamos;v;amanecer
74820;amaneciste;v;amanecer
74821;amanezco;v;amanecer
74822;perjudicarán;v;perjudicar
74823;perjudicas;v;perjudicar
74824;perjudiquen;v;perjudicar
74825;pollo;n;pollo
74826;plantáramos;v;plantar
74827;heridas;v;herir
74828;herimos;v;herir
74829;hiera;v;herir
74830;hiero;v;herir
74831;hiriéndola;v;herir
74832;hirieran;v;herir
74833;alegas;v;alegar
74834;alego;v;alegar
74835;encaje;n;encaje
74836;destrocé;v;destrozar
74837;destrozándola;v;destrozar
74838;destrozándose;v;destrozar
74839;destrozaran;v;destrozar
74840;destrozarla;v;destrozar
74841;destrozarle;v;destrozar
74842;destrozarlo;v;destrozar
74843;nadaba;v;nadar
74844;nadamos;v;nadar
74845;nadara;v;nadar
74846;nadará;v;nadar
74847;nadaron;v;nadar
74848;fundimos;v;fundir
74849;fundirán;v;fundir
74850;fundirla;v;fundir
74851;entendimiento;n;entendimiento
74852;invención;n;invención
74853;prevengan;v;prevenir
74854;prevenían;v;prevenir
74855;prevenirlas;v;prevenir
74856;previnieron;v;prevenir
74857;amo;n;amo
74858;expandirían;v;expandir
74859;siesta;n;siesta
74860;cace;v;cazar
74861;cacé;v;cazar
74862;cazará;v;cazar
74863;cazaría;v;cazar
74864;entretendría;v;entretener
74865;entretenerla;v;entretener
74866;entretenerles;v;entretener
74867;entretenerlo;v;entretener
74868;entretenerlos;v;entretener
74869;entretengas;v;entretener
74870;entreteniendo;v;entretener
74871;entretuviera;v;entretener
74872;estremecería;v;estremecer
74873;estremecerme;v;estremecer
74874;estremeciera;v;estremecer
74875;demorarían;v;demorar
74876;demorarme;v;demorar
74877;fascine;v;fascinar
74878;fascino;v;fascinar
74879;eliminaciones;n;eliminación
74880;licenciaba;v;licenciar
74881;licenciaron;v;licenciar
74882;licencie;v;licenciar
74883;diferirá;v;diferir
74884;difieran;v;diferir
74885;adoráis;v;adorar
74886;adorás;v;adorar
74887;adoren;v;adorar
74888;persistí;v;persistir
74889;persistieran;v;persistir
74890;chileno;n;chileno
74891;bloquearan;v;bloquear
74892;bloquee;v;bloquear
74893;vertiera;v;verter
74894;vierta;v;verter
74895;embarazo;n;embarazo
74896;sumiera;v;sumir
74897;sumiría;v;sumir
74898;prevención;n;prevención
74899;disimulaba;v;disimular
74900;concretaban;v;concretar
74901;concretarán;v;concretar
74902;concretase;v;concretar
74903;arrebatándose;v;arrebatar
74904;arrebataría;v;arrebatar
74905;arrebatarme;v;arrebatar
74906;arrebatarse;v;arrebatar
74907;arrebatárselos;v;arrebatar
74908;arrebatase;v;arrebatar
74909;arrebate;v;arrebatar
74910;suscribiendo;v;suscribir
74911;exageras;v;exagerar
74912;exagerás;v;exagerar
74913;exageremos;v;exagerar
74914;verificaban;v;verificar
74915;verificara;v;verificar
74916;verificaran;v;verificar
74917;verifico;v;verificar
74918;as;n;as
74919;procesaba;v;procesar
74920;procesamos;v;procesar
74921;procesaron;v;procesar
74922;enredabas;v;enredar
74923;enredándonos;v;enredar
74924;enredara;v;enredar
74925;enredaran;v;enredar
74926;enredé;v;enredar
74927;vereda;n;vereda
74928;prevalecerán;v;prevalecer
74929;prevaleciera;v;prevalecer
74930;prevalecieran;v;prevalecer
74931;acertaba;v;acertar
74932;acertamos;v;acertar
74933;acertando;v;acertar
74934;acertara;v;acertar
74935;acertaran;v;acertar
74936;acierten;v;acertar
74937;unificaban;v;unificar
74938;presenciaran;v;presenciar
74939;presenciarán;v;presenciar
74940;presenciarlo;v;presenciar
74941;presencie;v;presenciar
74942;presenciemos;v;presenciar
74943;presencien;v;presenciar
74944;retomaban;v;retomar
74945;retomaran;v;retomar
74946;retomen;v;retomar
74947;agravara;v;agravar
74948;desbordándose;v;desbordar
74949;desbordara;v;desbordar
74950;desborden;v;desbordar
74951;contaminará;v;contaminar
74952;contaminó;v;contaminar
74953;plantación;n;plantación
74954;perfeccionaba;v;perfeccionar
74955;perfeccionará;v;perfeccionar
74956;perfeccionaran;v;perfeccionar
74957;desencadenarán;v;desencadenar
74958;sabiduría;n;sabiduría
74959;interrogara;v;interrogar
74960;interrogará;v;interrogar
74961;interrogaran;v;interrogar
74962;reparará;v;reparar
74963;reparaste;v;reparar
74964;enfriaban;v;enfriar
74965;enfriándola;v;enfriar
74966;enfríen;v;enfriar
74967;debatamos;v;debatir
74968;debatíamos;v;debatir
74969;debatimos;v;debatir
74970;debatiría;v;debatir
74971;debato;v;debatir
74972;molestas;j;molesto
74973;tolerase;v;tolerar
74974;coordinaron;v;coordinar
74975;coordiné;v;coordinar
74976;coordino;v;coordinar
